day_of_year,day_of_week,is_holiday,avg_temp,precip,cloud,humidity,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
96,7,1,13.7,0.1,0.65,0.57,0.466,0.493,0.479,0.479,0.481,0.438,0.724,0.698,0.746,0.724,0.618,0.582,0.563,0.607,0.59,0.575,0.561,0.807,0.766,0.769,0.746,0.528,0.543,0.537
97,1,0,10.2,0.5,0.57,0.67,0.311,0.317,0.313,0.329,0.325,0.315,0.475,0.486,0.516,0.499,0.427,0.408,0.421,0.376,0.412,0.417,0.404,0.468,0.524,0.516,0.54,0.373,0.374,0.394
98,2,0,10.6,0.4,0.85,0.83,0.279,0.28,0.287,0.283,0.269,0.28,0.369,0.394,0.402,0.442,0.33,0.335,0.349,0.36,0.322,0.35,0.322,0.452,0.444,0.409,0.463,0.331,0.31,0.278
99,3,0,7.9,1.4,0.72,0.73,0.337,0.383,0.371,0.38,0.327,0.321,0.542,0.554,0.59,0.541,0.45,0.433,0.451,0.479,0.481,0.458,0.469,0.646,0.597,0.595,0.595,0.41,0.45,0.404
100,4,0,15.3,3.6,0.52,0.69,0.219,0.276,0.289,0.288,0.274,0.265,0.412,0.409,0.42,0.416,0.349,0.367,0.379,0.352,0.348,0.337,0.358,0.49,0.445,0.455,0.484,0.328,0.316,0.317
101,5,0,11.9,0.4,0.44,0.63,0.412,0.451,0.483,0.436,0.47,0.445,0.703,0.692,0.72,0.644,0.557,0.56,0.533,0.539,0.565,0.588,0.566,0.749,0.702,0.686,0.716,0.488,0.513,0.493
102,6,1,10.1,0.0,0.6,0.76,0.438,0.416,0.425,0.429,0.452,0.45,0.638,0.586,0.652,0.679,0.529,0.546,0.559,0.548,0.505,0.531,0.511,0.674,0.694,0.732,0.679,0.493,0.468,0.469
103,7,1,12.2,0.7,0.55,0.84,0.277,0.281,0.296,0.271,0.27,0.28,0.393,0.401,0.398,0.393,0.333,0.385,0.345,0.335,0.397,0.329,0.333,0.433,0.495,0.398,0.435,0.355,0.281,0.34
104,1,0,12.4,0.0,0.22,0.58,0.376,0.373,0.369,0.379,0.382,0.346,0.514,0.573,0.586,0.556,0.475,0.47,0.462,0.499,0.458,0.439,0.503,0.616,0.572,0.625,0.571,0.401,0.426,0.38
105,2,0,15.5,0.7,0.35,0.73,0.413,0.399,0.432,0.418,0.416,0.402,0.621,0.693,0.629,0.63,0.551,0.49,0.502,0.519,0.559,0.5,0.545,0.652,0.695,0.69,0.656,0.489,0.489,0.518
106,3,0,14.6,3.4,0.08,0.63,0.377,0.386,0.397,0.374,0.387,0.372,0.624,0.545,0.579,0.619,0.509,0.478,0.499,0.527,0.487,0.477,0.498,0.619,0.616,0.618,0.643,0.461,0.452,0.411
107,4,0,14.1,0.3,0.42,0.77,0.406,0.356,0.338,0.329,0.343,0.346,0.525,0.536,0.571,0.564,0.454,0.45,0.423,0.45,0.488,0.459,0.46,0.58,0.599,0.576,0.626,0.367,0.4,0.435
108,5,0,13.7,1.2,0.47,0.69,0.458,0.466,0.495,0.462,0.518,0.467,0.714,0.675,0.725,0.714,0.594,0.578,0.626,0.592,0.566,0.568,0.59,0.757,0.75,0.81,0.755,0.529,0.519,0.557
109,6,1,12.5,0.2,0.03,0.88,0.261,0.258,0.293,0.24,0.249,0.28,0.346,0.373,0.356,0.379,0.367,0.285,0.293,0.335,0.353,0.298,0.314,0.397,0.42,0.385,0.404,0.27,0.255,0.268
110,7,1,8.5,0.3,0.74,0.86,0.271,0.285,0.303,0.294,0.286,0.306,0.454,0.428,0.408,0.429,0.338,0.373,0.373,0.344,0.35,0.342,0.362,0.451,0.473,0.466,0.458,0.367,0.328,0.379
111,1,0,14.5,2.3,0.44,0.65,0.459,0.493,0.486,0.505,0.487,0.481,0.734,0.69,0.7,0.717,0.625,0.595,0.604,0.639,0.564,0.602,0.597,0.791,0.778,0.785,0.764,0.535,0.525,0.568
112,2,0,13.7,2.6,0.6,0.52,0.381,0.369,0.372,0.382,0.368,0.375,0.591,0.539,0.56,0.533,0.456,0.481,0.473,0.459,0.449,0.471,0.461,0.636,0.633,0.614,0.601,0.429,0.45,0.431
113,3,0,14.7,1.8,0.7,0.74,0.443,0.45,0.44,0.431,0.439,0.468,0.652,0.636,0.647,0.656,0.545,0.545,0.533,0.512,0.54,0.56,0.512,0.722,0.67,0.715,0.719,0.496,0.513,0.485
114,4,0,8.9,1.7,0.29,0.81,0.387,0.405,0.396,0.399,0.41,0.391,0.591,0.559,0.582,0.598,0.456,0.51,0.465,0.499,0.47,0.483,0.478,0.638,0.606,0.622,0.614,0.399,0.417,0.479
115,5,0,16.7,1.8,0.75,0.54,0.397,0.437,0.376,0.391,0.405,0.444,0.651,0.645,0.611,0.601,0.493,0.482,0.499,0.512,0.508,0.499,0.537,0.689,0.7,0.646,0.688,0.468,0.491,0.469
116,6,1,12.0,0.6,0.65,0.56,0.278,0.249,0.27,0.242,0.213,0.247,0.354,0.355,0.385,0.364,0.321,0.283,0.323,0.289,0.328,0.313,0.298,0.428,0.397,0.375,0.402,0.246,0.272,0.261
117,7,1,14.4,0.0,0.9,0.92,0.458,0.473,0.46,0.468,0.445,0.471,0.699,0.693,0.678,0.708,0.624,0.51,0.6,0.582,0.6,0.617,0.579,0.77,0.733,0.758,0.765,0.53,0.524,0.543
118,1,0,14.1,0.6,0.66,0.67,0.431,0.387,0.413,0.449,0.453,0.472,0.626,0.601,0.6,0.643,0.491,0.509,0.505,0.494,0.476,0.537,0.514,0.663,0.696,0.641,0.687,0.462,0.455,0.471
119,2,0,16.9,2.6,0.45,0.72,0.368,0.352,0.35,0.341,0.326,0.386,0.527,0.498,0.509,0.508,0.395,0.44,0.424,0.449,0.406,0.444,0.511,0.566,0.559,0.571,0.572,0.394,0.373,0.393
120,3,0,12.9,0.9,0.61,0.75,0.241,0.282,0.279,0.219,0.245,0.264,0.383,0.385,0.372,0.394,0.345,0.327,0.327,0.348,0.343,0.317,0.345,0.419,0.421,0.432,0.366,0.294,0.263,0.293
121,4,0,14.5,0.4,0.18,0.53,0.328,0.278,0.279,0.328,0.306,0.319,0.48,0.428,0.5,0.439,0.421,0.379,0.386,0.353,0.353,0.383,0.383,0.475,0.453,0.49,0.492,0.338,0.33,0.304
122,5,0,14.4,0.4,0.34,0.84,0.462,0.391,0.394,0.389,0.427,0.412,0.623,0.637,0.621,0.623,0.508,0.506,0.537,0.518,0.568,0.513,0.555,0.664,0.695,0.651,0.668,0.434,0.453,0.457
123,6,1,17.3,0.3,0.32,0.75,0.399,0.388,0.412,0.413,0.392,0.37,0.607,0.586,0.576,0.577,0.477,0.48,0.481,0.486,0.456,0.49,0.495,0.681,0.643,0.613,0.599,0.463,0.436,0.437
124,7,1,16.7,0.5,0.27,0.66,0.304,0.291,0.336,0.31,0.335,0.316,0.511,0.513,0.475,0.492,0.411,0.403,0.41,0.443,0.4,0.418,0.421,0.505,0.538,0.504,0.515,0.35,0.341,0.358
125,1,0,17.5,2.0,0.53,0.67,0.344,0.341,0.355,0.367,0.361,0.369,0.522,0.54,0.551,0.538,0.442,0.428,0.445,0.478,0.453,0.46,0.417,0.57,0.555,0.563,0.556,0.398,0.374,0.377
126,2,0,13.3,3.4,0.84,0.68,0.229,0.293,0.258,0.272,0.265,0.283,0.405,0.384,0.405,0.386,0.337,0.335,0.305,0.356,0.349,0.336,0.367,0.451,0.466,0.48,0.469,0.261,0.302,0.3
127,3,0,16.5,2.0,0.36,0.77,0.384,0.359,0.352,0.341,0.376,0.349,0.531,0.54,0.545,0.56,0.444,0.449,0.464,0.458,0.457,0.436,0.446,0.581,0.572,0.572,0.591,0.414,0.41,0.416
128,4,0,14.1,0.7,0.13,0.52,0.267,0.245,0.3,0.248,0.284,0.231,0.406,0.365,0.381,0.361,0.3,0.315,0.316,0.334,0.313,0.312,0.318,0.401,0.426,0.409,0.43,0.285,0.269,0.282
129,5,0,14.1,0.9,0.84,0.93,0.293,0.293,0.288,0.306,0.305,0.317,0.476,0.49,0.491,0.483,0.36,0.365,0.375,0.381,0.398,0.397,0.388,0.528,0.539,0.511,0.491,0.356,0.37,0.366
130,6,1,16.4,0.0,0.27,0.83,0.469,0.472,0.458,0.496,0.476,0.482,0.718,0.711,0.71,0.689,0.539,0.577,0.554,0.56,0.584,0.529,0.59,0.745,0.756,0.753,0.775,0.496,0.546,0.552
131,7,1,17.3,1.1,0.46,0.66,0.261,0.281,0.268,0.259,0.297,0.271,0.431,0.407,0.418,0.418,0.368,0.393,0.352,0.347,0.353,0.324,0.374,0.446,0.438,0.425,0.474,0.33,0.246,0.305
132,1,0,16.9,0.4,0.22,0.51,0.319,0.354,0.337,0.364,0.354,0.381,0.521,0.576,0.518,0.523,0.453,0.433,0.46,0.462,0.446,0.435,0.473,0.572,0.557,0.554,0.561,0.421,0.384,0.392
133,2,0,16.3,0.0,0.73,0.82,0.406,0.411,0.379,0.37,0.37,0.385,0.636,0.573,0.583,0.609,0.503,0.455,0.523,0.501,0.527,0.489,0.483,0.638,0.668,0.645,0.648,0.462,0.42,0.425
134,3,0,20.2,0.1,0.6,0.7,0.36,0.35,0.28,0.329,0.308,0.337,0.545,0.532,0.52,0.515,0.457,0.439,0.405,0.39,0.413,0.449,0.404,0.557,0.532,0.552,0.549,0.381,0.345,0.379
135,4,0,17.3,0.7,0.24,0.69,0.32,0.267,0.256,0.305,0.31,0.265,0.39,0.397,0.383,0.395,0.315,0.323,0.338,0.372,0.336,0.355,0.316,0.412,0.426,0.446,0.437,0.332,0.292,0.318
136,5,0,17.2,0.2,0.55,0.85,0.464,0.444,0.454,0.454,0.438,0.392,0.621,0.729,0.637,0.677,0.528,0.606,0.536,0.552,0.572,0.541,0.526,0.738,0.717,0.735,0.729,0.488,0.513,0.497
137,6,1,16.4,0.6,0.71,0.92,0.21,0.251,0.235,0.231,0.216,0.236,0.375,0.34,0.389,0.4,0.312,0.262,0.309,0.295,0.326,0.276,0.312,0.413,0.402,0.362,0.377,0.276,0.267,0.286
138,7,1,18.6,0.0,0.71,0.66,0.259,0.238,0.275,0.262,0.259,0.273,0.394,0.373,0.425,0.393,0.316,0.315,0.344,0.325,0.382,0.333,0.309,0.431,0.442,0.418,0.402,0.298,0.288,0.31
139,1,0,17.6,0.8,0.1,0.7,0.413,0.381,0.359,0.394,0.373,0.379,0.582,0.57,0.572,0.591,0.493,0.483,0.445,0.486,0.449,0.497,0.481,0.656,0.642,0.596,0.636,0.444,0.44,0.433
140,2,0,22.6,0.9,0.67,0.82,0.316,0.33,0.343,0.325,0.311,0.34,0.52,0.477,0.527,0.526,0.418,0.417,0.443,0.413,0.434,0.415,0.424,0.582,0.59,0.578,0.557,0.379,0.378,0.401
141,3,0,16.2,1.8,0.38,0.66,0.256,0.267,0.302,0.239,0.296,0.281,0.436,0.404,0.426,0.419,0.364,0.374,0.349,0.392,0.349,0.363,0.345,0.45,0.462,0.447,0.461,0.31,0.315,0.3
142,4,0,20.5,0.1,0.61,0.69,0.307,0.275,0.293,0.296,0.287,0.297,0.436,0.464,0.451,0.478,0.378,0.401,0.375,0.374,0.368,0.362,0.353,0.512,0.494,0.469,0.491,0.335,0.355,0.34
143,5,0,18.7,0.4,0.23,0.95,0.415,0.435,0.475,0.446,0.421,0.426,0.611,0.646,0.675,0.656,0.559,0.542,0.517,0.572,0.522,0.573,0.574,0.714,0.736,0.767,0.733,0.481,0.48,0.494
144,6,1,20.7,0.1,0.12,0.6,0.406,0.414,0.412,0.404,0.38,0.413,0.589,0.626,0.613,0.597,0.546,0.521,0.517,0.494,0.537,0.504,0.476,0.653,0.655,0.662,0.682,0.471,0.447,0.445
145,7,1,17.3,0.7,0.3,0.76,0.289,0.232,0.256,0.257,0.295,0.279,0.367,0.365,0.392,0.392,0.323,0.33,0.364,0.365,0.348,0.317,0.316,0.446,0.454,0.416,0.45,0.236,0.307,0.297
146,1,0,19.9,1.5,0.51,0.57,0.471,0.448,0.464,0.471,0.425,0.428,0.682,0.671,0.73,0.644,0.586,0.591,0.529,0.553,0.576,0.56,0.591,0.7,0.735,0.736,0.731,0.475,0.504,0.493
147,2,0,15.9,0.0,0.36,0.59,0.498,0.47,0.454,0.477,0.472,0.459,0.713,0.688,0.668,0.717,0.623,0.584,0.555,0.582,0.601,0.584,0.602,0.754,0.742,0.75,0.776,0.535,0.507,0.53
148,3,0,17.1,0.1,0.31,0.75,0.41,0.416,0.468,0.409,0.454,0.405,0.649,0.667,0.665,0.655,0.541,0.548,0.533,0.565,0.543,0.552,0.549,0.689,0.749,0.694,0.716,0.455,0.48,0.501
149,4,0,18.3,0.2,0.07,0.85,0.243,0.233,0.227,0.253,0.232,0.234,0.38,0.429,0.379,0.371,0.347,0.313,0.275,0.313,0.318,0.308,0.307,0.414,0.389,0.402,0.382,0.258,0.271,0.264
150,5,0,17.3,2.5,0.79,0.78,0.355,0.369,0.397,0.358,0.38,0.41,0.587,0.57,0.55,0.583,0.511,0.469,0.515,0.492,0.491,0.477,0.457,0.629,0.588,0.628,0.635,0.416,0.432,0.434
151,6,1,24.2,0.1,0.83,0.58,0.397,0.375,0.401,0.398,0.396,0.367,0.601,0.588,0.611,0.598,0.545,0.513,0.504,0.489,0.501,0.509,0.535,0.66,0.688,0.667,0.619,0.452,0.408,0.432
152,7,1,17.8,3.0,0.31,0.7,0.387,0.393,0.382,0.392,0.382,0.383,0.566,0.602,0.576,0.585,0.486,0.475,0.52,0.462,0.469,0.526,0.459,0.64,0.66,0.624,0.649,0.451,0.414,0.404
153,1,0,22.4,1.3,0.91,0.78,0.406,0.402,0.399,0.437,0.416,0.415,0.594,0.595,0.626,0.651,0.525,0.507,0.51,0.529,0.523,0.554,0.51,0.667,0.704,0.671,0.652,0.433,0.488,0.448
154,2,0,17.2,0.0,0.71,0.63,0.25,0.287,0.253,0.284,0.267,0.256,0.402,0.406,0.426,0.406,0.345,0.32,0.315,0.333,0.355,0.406,0.313,0.413,0.434,0.422,0.434,0.315,0.29,0.254
155,3,0,16.4,1.2,0.69,0.78,0.495,0.493,0.469,0.457,0.461,0.477,0.704,0.715,0.734,0.73,0.591,0.611,0.581,0.584,0.581,0.591,0.616,0.79,0.771,0.825,0.775,0.52,0.515,0.572
156,4,0,20.0,2.5,0.71,0.66,0.293,0.248,0.295,0.254,0.291,0.25,0.417,0.417,0.43,0.415,0.376,0.363,0.325,0.348,0.318,0.355,0.296,0.463,0.458,0.411,0.462,0.297,0.305,0.281
157,5,0,20.0,1.6,0.6,0.84,0.399,0.392,0.408,0.365,0.387,0.391,0.606,0.608,0.586,0.543,0.542,0.474,0.505,0.463,0.506,0.514,0.512,0.601,0.655,0.65,0.628,0.448,0.441,0.441
158,6,1,23.3,3.1,0.42,0.58,0.308,0.296,0.275,0.282,0.275,0.27,0.39,0.423,0.41,0.407,0.383,0.336,0.341,0.358,0.346,0.323,0.353,0.44,0.451,0.446,0.47,0.308,0.297,0.309
159,7,1,21.7,1.9,0.35,0.76,0.311,0.344,0.34,0.305,0.349,0.322,0.488,0.482,0.498,0.503,0.424,0.406,0.42,0.479,0.424,0.41,0.397,0.505,0.56,0.564,0.539,0.366,0.369,0.365
160,1,0,20.4,4.0,0.46,0.87,0.308,0.314,0.315,0.26,0.314,0.297,0.457,0.485,0.457,0.456,0.377,0.388,0.375,0.34,0.407,0.383,0.406,0.472,0.456,0.486,0.496,0.373,0.353,0.327
161,2,0,21.2,0.4,0.8,0.62,0.42,0.456,0.427,0.446,0.403,0.441,0.673,0.675,0.681,0.687,0.536,0.576,0.53,0.545,0.571,0.569,0.562,0.746,0.691,0.727,0.676,0.492,0.485,0.512
162,3,0,19.7,0.9,0.58,0.7,0.493,0.44,0.455,0.479,0.481,0.479,0.695,0.717,0.705,0.706,0.585,0.592,0.58,0.583,0.598,0.553,0.59,0.747,0.776,0.737,0.769,0.554,0.539,0.555
163,4,0,21.0,0.5,0.6,0.56,0.317,0.263,0.293,0.285,0.293,0.315,0.445,0.4,0.436,0.438,0.367,0.351,0.382,0.354,0.406,0.348,0.371,0.49,0.457,0.513,0.459,0.31,0.327,0.334
164,5,0,17.8,0.7,0.68,0.84,0.367,0.438,0.406,0.42,0.426,0.356,0.639,0.602,0.592,0.638,0.512,0.504,0.479,0.501,0.518,0.486,0.517,0.639,0.64,0.643,0.645,0.462,0.476,0.458
165,6,1,18.1,1.0,0.62,0.64,0.301,0.247,0.271,0.296,0.274,0.302,0.437,0.398,0.43,0.439,0.308,0.361,0.331,0.31,0.337,0.347,0.337,0.477,0.477,0.459,0.44,0.317,0.327,0.304
166,7,1,17.6,0.2,0.92,0.66,0.341,0.341,0.324,0.369,0.332,0.347,0.497,0.529,0.551,0.484,0.43,0.373,0.413,0.389,0.445,0.446,0.399,0.566,0.54,0.529,0.544,0.396,0.396,0.373
167,1,0,17.2,0.2,0.74,0.61,0.284,0.287,0.281,0.282,0.292,0.249,0.474,0.446,0.434,0.422,0.366,0.358,0.347,0.351,0.356,0.359,0.345,0.486,0.453,0.496,0.422,0.312,0.309,0.322
168,2,0,20.2,0.9,0.86,0.73,0.396,0.411,0.428,0.418,0.416,0.425,0.595,0.6,0.57,0.597,0.561,0.514,0.507,0.522,0.502,0.479,0.531,0.653,0.632,0.665,0.685,0.475,0.449,0.479
169,3,0,20.9,1.8,0.44,0.68,0.435,0.417,0.427,0.431,0.387,0.402,0.604,0.635,0.642,0.603,0.503,0.515,0.508,0.545,0.48,0.522,0.546,0.671,0.654,0.653,0.699,0.46,0.448,0.476
170,4,0,21.7,0.1,0.62,0.63,0.238,0.245,0.25,0.282,0.251,0.238,0.376,0.394,0.4,0.382,0.305,0.316,0.302,0.332,0.307,0.296,0.346,0.404,0.404,0.411,0.371,0.277,0.285,0.238
171,5,0,20.9,0.3,0.68,0.69,0.451,0.416,0.426,0.423,0.4,0.458,0.61,0.6,0.61,0.626,0.556,0.574,0.494,0.514,0.529,0.519,0.522,0.707,0.712,0.664,0.686,0.493,0.477,0.483
172,6,1,21.6,0.0,0.43,0.65,0.398,0.374,0.386,0.381,0.386,0.356,0.577,0.552,0.585,0.55,0.475,0.49,0.474,0.495,0.471,0.478,0.473,0.599,0.622,0.614,0.644,0.403,0.417,0.435
173,7,1,19.8,0.4,0.87,0.65,0.28,0.295,0.314,0.348,0.301,0.301,0.494,0.441,0.454,0.445,0.397,0.397,0.343,0.352,0.38,0.373,0.394,0.476,0.48,0.504,0.497,0.329,0.317,0.355
174,1,0,24.8,2.0,0.39,0.76,0.361,0.366,0.358,0.403,0.382,0.397,0.559,0.516,0.541,0.557,0.458,0.49,0.516,0.476,0.454,0.423,0.484,0.63,0.63,0.602,0.65,0.422,0.415,0.454
175,2,0,24.5,0.2,0.46,0.59,0.265,0.28,0.275,0.265,0.262,0.29,0.423,0.413,0.392,0.4,0.31,0.331,0.332,0.341,0.319,0.352,0.322,0.428,0.461,0.425,0.431,0.328,0.314,0.303
176,3,0,20.9,0.4,0.68,0.79,0.347,0.355,0.387,0.323,0.397,0.343,0.56,0.57,0.536,0.556,0.451,0.45,0.414,0.415,0.462,0.477,0.464,0.6,0.597,0.555,0.585,0.4,0.414,0.407
177,4,0,19.8,0.0,0.57,0.73,0.361,0.349,0.361,0.398,0.376,0.371,0.604,0.569,0.558,0.568,0.467,0.5,0.481,0.487,0.48,0.455,0.461,0.634,0.611,0.647,0.615,0.417,0.425,0.452
178,5,0,20.5,1.2,0.78,0.55,0.457,0.431,0.494,0.461,0.468,0.476,0.682,0.718,0.715,0.682,0.592,0.561,0.572,0.59,0.609,0.569,0.591,0.73,0.752,0.728,0.746,0.489,0.522,0.533
179,6,1,19.1,1.3,0.35,0.68,0.23,0.277,0.275,0.269,0.266,0.268,0.388,0.394,0.411,0.385,0.318,0.341,0.349,0.32,0.343,0.361,0.338,0.424,0.4,0.431,0.422,0.297,0.316,0.301
180,7,1,20.8,0.4,0.36,0.73,0.497,0.509,0.492,0.492,0.506,0.482,0.775,0.701,0.717,0.706,0.641,0.611,0.59,0.598,0.577,0.615,0.574,0.789,0.798,0.807,0.763,0.528,0.557,0.54
181,1,0,20.2,2.1,0.33,0.71,0.332,0.365,0.343,0.33,0.314,0.325,0.482,0.503,0.502,0.467,0.396,0.406,0.402,0.418,0.407,0.412,0.436,0.525,0.531,0.544,0.534,0.37,0.349,0.353
182,2,0,23.0,1.3,0.57,0.87,0.47,0.458,0.484,0.48,0.497,0.478,0.719,0.706,0.73,0.742,0.611,0.598,0.617,0.585,0.64,0.592,0.594,0.768,0.775,0.755,0.782,0.533,0.535,0.556
183,3,0,17.1,0.4,0.53,0.84,0.273,0.308,0.287,0.293,0.286,0.284,0.443,0.406,0.407,0.466,0.343,0.378,0.359,0.324,0.378,0.333,0.342,0.457,0.473,0.502,0.49,0.33,0.338,0.323
184,4,0,19.8,0.3,0.45,0.68,0.421,0.434,0.444,0.424,0.411,0.403,0.653,0.629,0.66,0.654,0.543,0.544,0.574,0.558,0.532,0.55,0.542,0.708,0.747,0.71,0.706,0.472,0.47,0.478
185,5,0,20.3,2.6,0.69,0.86,0.313,0.329,0.309,0.352,0.347,0.343,0.49,0.516,0.495,0.505,0.414,0.398,0.39,0.423,0.385,0.393,0.416,0.552,0.544,0.512,0.522,0.398,0.377,0.378
186,6,1,22.0,1.5,0.81,0.78,0.339,0.313,0.29,0.308,0.331,0.316,0.469,0.414,0.488,0.461,0.373,0.396,0.372,0.361,0.375,0.389,0.374,0.48,0.52,0.502,0.466,0.341,0.335,0.32
187,7,1,19.3,2.7,0.23,0.68,0.32,0.341,0.316,0.299,0.329,0.345,0.478,0.502,0.496,0.476,0.367,0.413,0.421,0.451,0.429,0.4,0.395,0.514,0.528,0.525,0.518,0.356,0.365,0.375
188,1,0,15.6,0.8,0.59,0.76,0.251,0.258,0.274,0.295,0.297,0.25,0.397,0.372,0.416,0.388,0.339,0.328,0.364,0.332,0.332,0.303,0.313,0.395,0.403,0.402,0.389,0.303,0.273,0.301
189,2,0,19.9,1.6,0.32,0.68,0.457,0.447,0.479,0.51,0.464,0.462,0.718,0.668,0.703,0.724,0.581,0.577,0.607,0.595,0.579,0.582,0.621,0.754,0.733,0.726,0.746,0.558,0.512,0.55
190,3,0,23.0,0.0,0.74,0.69,0.52,0.443,0.454,0.466,0.505,0.441,0.714,0.721,0.724,0.675,0.582,0.613,0.554,0.587,0.59,0.585,0.578,0.791,0.79,0.812,0.795,0.521,0.549,0.557
191,4,0,20.7,0.2,0.64,0.82,0.471,0.477,0.472,0.467,0.456,0.454,0.708,0.736,0.717,0.702,0.549,0.596,0.58,0.616,0.583,0.592,0.604,0.764,0.753,0.735,0.764,0.551,0.524,0.575
192,5,0,15.7,0.7,0.38,0.7,0.492,0.483,0.473,0.492,0.468,0.468,0.694,0.693,0.749,0.716,0.585,0.628,0.6,0.619,0.592,0.592,0.632,0.752,0.759,0.741,0.782,0.558,0.569,0.508
193,6,1,23.0,0.6,0.54,0.6,0.363,0.34,0.366,0.353,0.375,0.329,0.53,0.558,0.513,0.505,0.466,0.413,0.411,0.437,0.396,0.453,0.449,0.607,0.571,0.601,0.582,0.411,0.425,0.412
194,7,1,19.3,0.1,0.5,0.61,0.466,0.495,0.444,0.461,0.472,0.455,0.676,0.684,0.691,0.702,0.552,0.6,0.614,0.593,0.608,0.55,0.575,0.776,0.771,0.75,0.741,0.523,0.533,0.539
195,1,0,22.0,0.1,0.8,0.68,0.31,0.359,0.316,0.339,0.37,0.353,0.532,0.524,0.553,0.534,0.455,0.452,0.451,0.449,0.459,0.421,0.497,0.544,0.58,0.591,0.6,0.401,0.378,0.371
196,2,0,17.4,0.4,0.27,0.71,0.302,0.292,0.255,0.257,0.269,0.257,0.388,0.433,0.435,0.428,0.357,0.342,0.336,0.355,0.341,0.353,0.339,0.415,0.449,0.431,0.446,0.359,0.277,0.285
197,3,0,21.0,1.6,0.66,0.5,0.401,0.386,0.448,0.417,0.398,0.43,0.599,0.619,0.629,0.657,0.521,0.521,0.488,0.513,0.545,0.517,0.528,0.666,0.661,0.65,0.675,0.465,0.449,0.471
198,4,0,16.9,1.3,0.36,0.71,0.25,0.243,0.233,0.235,0.256,0.267,0.386,0.426,0.339,0.38,0.311,0.323,0.308,0.297,0.287,0.343,0.316,0.448,0.436,0.433,0.442,0.283,0.287,0.26
199,5,0,22.3,1.2,0.21,0.8,0.359,0.341,0.311,0.317,0.334,0.353,0.479,0.524,0.516,0.489,0.412,0.455,0.431,0.418,0.389,0.409,0.425,0.554,0.498,0.531,0.569,0.353,0.368,0.379
200,6,1,20.6,0.2,0.9,0.71,0.404,0.419,0.404,0.419,0.411,0.42,0.575,0.607,0.629,0.612,0.517,0.491,0.5,0.527,0.533,0.489,0.509,0.657,0.685,0.657,0.656,0.461,0.402,0.473
201,7,1,18.9,0.8,0.55,0.89,0.464,0.48,0.454,0.399,0.458,0.443,0.677,0.697,0.645,0.704,0.552,0.57,0.573,0.542,0.557,0.573,0.577,0.755,0.716,0.744,0.747,0.461,0.527,0.518
202,1,0,25.3,0.8,0.14,0.9,0.24,0.267,0.244,0.231,0.242,0.278,0.372,0.381,0.402,0.386,0.32,0.329,0.373,0.357,0.325,0.347,0.295,0.396,0.429,0.433,0.438,0.268,0.276,0.323
203,2,0,20.4,1.8,0.57,0.65,0.4,0.369,0.405,0.396,0.405,0.406,0.594,0.576,0.576,0.608,0.481,0.493,0.483,0.498,0.48,0.508,0.491,0.652,0.641,0.645,0.647,0.445,0.453,0.45
204,3,0,20.8,1.5,0.52,0.74,0.421,0.376,0.403,0.367,0.387,0.394,0.567,0.622,0.605,0.624,0.475,0.501,0.504,0.451,0.497,0.527,0.496,0.66,0.609,0.678,0.641,0.416,0.461,0.462
205,4,0,22.0,0.3,0.3,0.77,0.357,0.36,0.367,0.355,0.337,0.37,0.556,0.541,0.514,0.51,0.446,0.465,0.491,0.466,0.439,0.457,0.444,0.57,0.596,0.589,0.594,0.398,0.43,0.375
206,5,0,18.8,0.0,0.2,0.63,0.257,0.277,0.263,0.275,0.258,0.26,0.418,0.354,0.391,0.41,0.347,0.311,0.326,0.318,0.344,0.334,0.322,0.44,0.438,0.419,0.415,0.293,0.294,0.289
207,6,1,17.4,2.4,0.81,0.62,0.32,0.346,0.364,0.325,0.325,0.347,0.503,0.493,0.486,0.46,0.429,0.413,0.385,0.415,0.407,0.395,0.377,0.514,0.507,0.524,0.565,0.406,0.355,0.421
208,7,1,19.8,0.6,0.32,0.72,0.486,0.442,0.467,0.44,0.481,0.517,0.695,0.675,0.694,0.666,0.568,0.58,0.558,0.567,0.561,0.56,0.577,0.747,0.752,0.777,0.781,0.511,0.539,0.488
209,1,0,18.3,1.4,0.16,0.77,0.397,0.361,0.386,0.393,0.338,0.372,0.557,0.569,0.564,0.558,0.472,0.522,0.449,0.449,0.442,0.475,0.48,0.626,0.619,0.66,0.629,0.42,0.429,0.39
210,2,0,20.9,0.4,0.36,0.7,0.429,0.415,0.403,0.404,0.386,0.397,0.626,0.664,0.614,0.626,0.479,0.521,0.534,0.506,0.536,0.533,0.518,0.66,0.689,0.67,0.674,0.46,0.438,0.459
211,3,0,16.6,1.4,0.62,0.84,0.454,0.457,0.475,0.46,0.493,0.502,0.722,0.722,0.678,0.68,0.613,0.564,0.578,0.602,0.58,0.604,0.622,0.802,0.805,0.791,0.783,0.555,0.496,0.501
212,4,0,18.6,0.1,0.27,0.6,0.276,0.266,0.267,0.254,0.229,0.303,0.429,0.442,0.42,0.41,0.346,0.31,0.336,0.331,0.369,0.357,0.335,0.478,0.464,0.463,0.455,0.301,0.297,0.326
